"statement_id";"time";"person";"organization";"concept";"agreement";"start_position";"stop_position";"text";"coder";"document_id";"document_title";"document_author";"document_source";"document_section";"document_type"
49;2023-04-21 15:41:55;"Maria Patek";"Bundesministerium für Nachaltigkeit und Tourismus";"Die Umgestaltung des Vekehrssektors ist eine der wichtigsten Aktionen für das klimaziel";1;4231;4412;"Am wichtigsten ist aber die Transformation des Verkehrssystems. Der Verkehrssektor ist Hauptemittent und wird daher auch den größten Beitrag leisten: minus 7,2 Millionen Tonnen CO2.";3;1102;"2019_3NRSITZ_Maria_Patek_13809.txt";"";"";"";""
47;2023-04-21 15:41:55;"Maria Patek";"Bundesministerium für Nachaltigkeit und Tourismus";"das Erneuerbaren-Ausbau-Gesetz ist eine prioritäre Aufgabe der Bundesregierung";1;7399;7675;"Den Weg zu den 100 Prozent Stromverbrauch aus erneuerbarer Energie muss das Erneuerbaren-Ausbau-Gesetz aufzeigen. Dabei leisten auch wir in der Übergangs­regierung wichtige Vorarbeiten. Die Finalisierung des Gesetzes sehe ich als prioritäre Aufgabe der neuen Bundesregierung. ";3;1102;"2019_3NRSITZ_Maria_Patek_13809.txt";"";"";"";""
50;2023-04-21 15:41:55;"Maria Patek";"Bundesministerium für Nachaltigkeit und Tourismus";"Die ökologischen Auswirkungen von Steuer-, Subventions- und Anreizmaßnahmen sollten vor ihrer Verabschiedung überprüft werden.";1;11467;11580;"Wir empfehlen die regelmäßige Evaluierung der ökologischen Wirksamkeit aller Steuer‑, Förder‑ und Anreizmaßnahmen";3;1102;"2019_3NRSITZ_Maria_Patek_13809.txt";"";"";"";""
52;2023-04-21 15:41:55;"Olga Voglauer";"Grüne";"Intensive Landwirtschaft und Tierhaltung müssen zum Schutz des Klimas geändert werden";1;2616;3507;" Es ist eine artgerechte Tierhaltung, die wir wollen, die sowohl den Ansprüchen der Tiere als auch jenen der Umwelt als Lebensraum von uns allen gerecht wird – und die gerade von den pflichtbewussten österreichischen Bäuerinnen und Bauern oft als selbstverständlich erachtet wird, aber in den Massentierfabriken in Übersee umgangen wird. Wir unterstützen derzeit ein Agrarsystem, welches unserer Umwelt schadet, unserer Gesundheit schadet, unserem gesellschaftlichen und sozialen Zusammenhalt schadet, unseren Bäuerinnen und Bauern schadet und nicht zuletzt den Menschen in diesem Land schadet. Ja, zum Klimaschutz müssen die Hausaufgaben auch in der Landwirt­schaft gemacht werden! Dafür sind wir als Gesetzgeber und auch das Ministerium gefordert, weil wir konkrete Maßnahmen brauchen, konkrete Instrumente brauchen – ohne diese wird es keine visionäre Landwirtschaft in der Zukunft geben.";3;1103;"2019_3NRSITZ_Olga_Voglauer_GRÜNE_13829.txt";"";"";"";""
54;2023-04-21 15:41:55;"Gerald Loacker";"NEOS";"das Land- und forstwirtschaftliche Landeslehrer-Dienstrechtsgesetz und das Land- und forstwirtschaftliche Landes­vertragslehrpersonengesetz erlauben der Beamten Privileg in vergleich zu dem ";1;4039;4816;"betreffend ein Bundesgesetz, mit dem das Beamten-Dienstrechtsgesetz 1979, das Gehaltsgesetz 1956, das Vertragsbedienstetenge­setz 1948, das Richter- und Staatsanwaltschaftsdienstgesetz, das LandeslehrerDienst­rechtsgesetz, das Land- und forstwirtschaftliche Landeslehrer-Dienstrechtsgesetz, das Landesvertragslehrpersonengesetz 1966, das Land- und forstwirtschaftliche Landes­vertragslehrpersonengesetz, das Bundeslehrer Lehrverpflichtungsgesetz, das Mutter­schutzgesetz 1979, das Väter-Karenzgesetz, das Pensionsgesetz 1965, das Bundes­theaterpensionsgesetz und das Bundesbahn Pensionsgesetz geändert werden – TOP 3 Das Dienstrecht für Bedienstete im öffentlichen Dienst unterscheidet sich in vielen Punkten signifikant vom Arbeitsrecht, das im privaten Sektor angewandt wird.";3;1105;"2019_6NRSITZ_Gerald_Loacker_NEOS_13650.txt";"";"";"";""
55;2023-04-21 15:41:55;"Johannes Margreiter";"NEOS";"Gelder der EU-Mitgliedsstaaten sollen für Klimaschutzinitiativen verwendet werden";1;1179;2455;" Was aber schon sehr wichtig ist, und das betrifft eigentlich uns alle: Es geht um den Schutz der finanziellen Interessen der Union. Es geht darum, dass die Union von ihren Mitgliedstaaten sehr viel Geld zur Verfügung gestellt bekommt, damit Eu­ropas Zukunft in den verschiedenen Bereichen gestaltet werden kann, im Bereich Kli­maschutz, im Bereich Infrastruktur, und davon sind wir alle betroffen. Es geht da nicht nur um europäisches Geld, es geht auch um österreichisches Geld. Es geht nicht nur um die Interessen der europäischen Steuerzahler, wir Österreicher sind genauso eu­ropäische Steuerzahler und haben daher vitales Interesse daran, dass die Gelder, die wir in die Gemeinschaftskasse einzahlen, auch zweckentsprechend verwendet werden. Diese Gelder spürt man überall. Aus Tirol kann ich als das Leuchtturmprojekt schlecht­hin über den mit massiver EU-Kofinanzierung in Bau befindlichen Brennerbasistunnel berichten. Es geht aber herunter bis zu kleineren Projekten. Da gibt es den Waldpfle­geverein Tirol. Das ist gerade in Zeiten des Klimaschutzes eine ganz wichtige Einrich­tung, die im Jahr 2017 von der EU 1,7 Millionen Euro bekommen hat, um ihren Aufga­ben besser nachkommen und die Funktionsfähigkeit des Waldes als Klimaregulator aufrechterhalten zu können.";3;1106;"2019_6NRSITZ_Johannes_Margreiter_NEOS_13709.txt";"";"";"";""
57;2023-04-21 15:41:55;"Nikolaus Scherak";"NEOS";"COVID-19-Maßnahmen, die Land- und Forstarbeiter betreffen, müssen ein Ablaufdatum haben";1;6041;6556;"Es geht auch darum, dass die Regelung auch für Arbeitnehmer gilt, die der Landarbeitsordnung und in Vorarlberg dem Land- und Forstarbeitergesetz unterliegen, und es geht insbesondere um diese Sunsetclause: dass es mit diesen Maßnahmen nicht ewig so weitergehen kann und dass sie mit Ende dieses Jahres auch wieder außer Kraft gesetzt werden, und selbstverständlich auch, dass die Organe des öffentlichen Sicherheitsdienstes die Möglichkeit haben, entsprechend zu unterstützen, um diese Maßnahmen auch durchzusetzen.";3;1108;"2020_16NRSITZ_Nikolaus_Scherak_NEOS_13489.txt";"";"";"";""
59;2023-04-21 15:41:55;"Peter Haubner";"övp";"Der COVID-19-Härtefallfonds muss erweitert werden, um land- und forstwirtschaftliche Betriebe zu bedienen, die ihre Arbeitskräfte verloren haben";1;6458;6734;"Zu Artikel 15: Der Härtefallfonds wird erweitert. Es können also land- und forstwirt­schaftliche Betriebe, bei denen unter anderem infolge des Ausfalls von Arbeitskräften bei der derzeit anstehenden Erntesaison Produktionsausfälle auftreten können, eben­falls Ansuchen stellen";3;1109;"2020_19NRSITZ_Peter_Haubner_ÖVP_13450.txt";"";"";"";""
60;2023-04-21 15:41:55;"Joseph Schellhorn";"NEOS";"Es gibt zu wenig Mitarbeiten in dem Land- und Forstwirtsektoren";1;6736;6786;"(Abg. Schellhorn: Da bleibt ja noch weniger über!)";3;1109;"2020_19NRSITZ_Peter_Haubner_ÖVP_13450.txt";"";"";"";""
76;2023-04-21 15:41:55;"Klaus Lindinger";"övp";"Maßnahmen für COVID-19 sollten den Zugang von Landarbeitern zur Schonfrist erweitern, um Verluste auszugleichen";1;1926;2362;"s werden auch für die Landwirtschaft einige Maßnahmen gesetzt: Zum einen ist es die Erweiterung des Härtefallfonds, der jetzt auch Nebenerwerbslandwirte und Mehrfachversicherte berück­sichtigt. Dieser wird auf insgesamt 2 Milliarden Euro aufgestockt, und die Betriebe können relativ einfach und schnell in den nächsten drei Monaten bis zu 6 000 Euro beantragen, falls sie Einkommensverluste von 50 Prozent oder mehr zu befürchten haben.";3;1112;"2020_22NRSITZ_Klaus_Lindinger_ÖVP_13398.txt";"";"";"";""
78;2023-04-21 15:41:55;"Klaus Lindinger";"övp";"Die Regierung muss Maßnahmen ergreifen, um die Verfügbarkeit ländlicher Arbeitskräfte sicherzustellen";1;2567;3119;"Zum anderen fehlen in der Landwirtschaft zigtausend Arbeitsplätze. Gerade jetzt, da wir am Beginn der Spargelernte stehen und die Erntehelfer brauchen, ist das beson­ders bitter. Deshalb gibt es Maßnahmen, die für Fristverlängerungen sorgen. Eine besondere Maßnahme ist die Plattform dielebensmittelhelfer.at, die gemeinsam von den Bundesministerinnen Köstinger und Aschbacher, der LKÖ und der Wirtschafts­kammer Österreich initiiert worden ist und die Freiwillige, die helfen wollen, und jene Betriebe, die Unterstützung brauchen, zusammenführen soll.";3;1112;"2020_22NRSITZ_Klaus_Lindinger_ÖVP_13398.txt";"";"";"";""
203;2023-04-21 15:41:55;"Johannes Schmuckenschlager";"övp";"Alle Fragen des Umweltschutzes müssen im Parlament behandelt werden";0;1233;1919;"Nehmen wir diesbezüglich zum Beispiel nur die Bundesforste her, wo immense Flächen öffentlich bewirtschaftet werden, um dort die grüne Lunge, den Wald in Österreich, durch Pflege zu erhalten, oder aber auf der anderen Seite – ganz klar! – auch die Nationalparks, die mit einer enormen Ausweitung ihrer Flächen letztendlich für ein ökologisches Gleichgewicht in Österreich sorgen, was Biodiversität, aber vor allem auch die Frage des Umwelt- und Naturschutzes betrifft. Das heißt, wir setzen da schon wichtige Schritte, die Frage ist nur: Müssen wir alle lokalen Themen auch im öster­reichischen Parlament lösen oder würde sich das nicht besser in einer Stadt­regierung erledigen lassen?";3;1116;"2020_24NRSITZ_Johannes_Schmuckenschlager_ÖVP_13284.txt";"";"";"";""
204;2023-04-21 15:41:55;"Johannes Schmuckenschlager";"övp";"Die Bundesregierung muss Maßnahmen ergreifen, um die Auswirkungen der Dürre auf die Wirtschaft unf auf die Versorgungslage einzudämmen";1;2232;2539;"Wir sind momentan mit einer Trockenheit konfrontiert, wie wir sie in Österreich so noch nie hatten! Das wird sich auf alle Bereiche durch­schlagen, auch auf die Wirtschaft und letztendlich auch auf die Versorgungslage Öster­reichs. Das werden wir in den kommenden Monaten noch verstärkt diskutieren müs­sen.";3;1116;"2020_24NRSITZ_Johannes_Schmuckenschlager_ÖVP_13284.txt";"";"";"";""
205;2023-04-21 15:41:55;"Johannes Schmuckenschlager";"övp";"Erneuerbare Energien sollen die Wirtschaft stärker voranbringen";1;3599;3991;"Ich denke, gerade jetzt brauchen wir auch eine wirtschaftliche Zukunftsvision, und da heißt es nicht Wirtschaft versus Umwelt, sondern da heißt es durch Fragen im Zusammenhang mit den Möglichkeiten betreffend die Umwelt die Wirtschaft stärker voranzubringen, beispielsweise Europa im Bereich der Eigenversorgung mit Energie zu stärken – und da ist die erneuerbare Energie eine riesige Chance.";3;1116;"2020_24NRSITZ_Johannes_Schmuckenschlager_ÖVP_13284.txt";"";"";"";""
206;2023-04-21 15:41:55;"Johannes Schmuckenschlager";"övp";"Holzverarbeiter müssen im Sinne der Klimaverantwortung Holz innerhalb Europas verwenden, vorzugsweise aus dem eigenen Staat";1;4442;5065;"Dort gibt es die äußerst groteske Situation, dass auf der einen Seite das österreichische Holz im Wald zurückbleibt, das heißt, dass CO2 durch Verrottung frei wird, obwohl das Holz bereits aufgearbeitet wurde, in unseren Werken aber importiertes Holz verarbeitet wird. Da müssen wir auch von den Verarbeitern sozusagen die Klimaverantwortung einfor­dern, sodass wir geschlossene Kreisläufe innerhalb Europas, aber vor allem auch in­nerhalb der Nationalstaaten, dort wo wir Potenzial und Ressourcen haben, erhalten können (Beifall bei der ÖVP), um die Volkswirtschaft auch entsprechend mit Umwelt­leistungen zu unterstützen.";3;1116;"2020_24NRSITZ_Johannes_Schmuckenschlager_ÖVP_13284.txt";"";"";"";""
207;2023-04-21 15:41:55;"Elisabeth Köstinger";"övp";"Die Wald- und Forstwirtschaft müssen durch investitionen in der Forschung und Entwiklung unterstützen werden";1;2956;3570;"Seit Jahren steht die Wald- und Forstwirtschaft in Österreich aufgrund von Trockenheit, Starkwetterereignissen – Stürme, Schneebruch und dergleichen – und jetzt auch auf­grund des Borkenkäferbefalls unter massivem Druck. Es braucht gezielte Unterstützung zur Verbesserung der Situation. Wir werden auch da, vor allem aber auch im Bereich der Forschung und Entwicklung weiter massiv unterstützen. Worum es in letzter Konse­quenz geht: Wir wollen den Forstwirten eine Perspektive bieten, damit sie jetzt wieder mit Auspflanzungsmaßnahmen beginnen, darüber sind wir mit den Bundesländern be­reits intensiv in Kontakt.";3;1117;"2020_32NRSITZ_Elisabeth_Köstinger_12733.txt";"";"";"";""
209;2023-04-21 15:41:55;"Erwin Angerer";"FPÖ";"Billig Holzimporte sollten vorübergehend gestoppt werden, um die Erholung der österreichischen Holzpreise zu beschleunigen";1;2386;3132;"deshalb fordern wir einen sofortigen Stopp von Holzimporten aus dem Ausland während der Krise, bis eben diese Kalamitäten aufgrund von Schneebruch und Wind­bruch bei uns aufgeräumt sind und die österreichischen Bauern wieder den Preis krie­gen, den sie verdienen, denn der Preis ist zur Zeit auf dem Niveau von 1990. Ich bringe deshalb folgenden Antrag ein: Entschließungsantrag der Abgeordneten Erwin Angerer, Kolleginnen und Kollegen betreffend „sofortigen Im­portstopp von Billigholz“ Der Nationalrat wolle beschließen: „Die Bundesregierung, insbesondere die Bundesministerin für Landwirtschaft, Regionen und Tourismus, wird aufgefordert, zum Schutz der heimischen Forstwirtschaft einen so­fortigen Importstopp von Billigholz sicherzustellen.“";3;1118;"2020_32NRSITZ_Erwin_Angerer_FPÖ_12758.txt";"";"";"";""
211;2023-04-21 15:41:55;"Georg Strasser";"övp";"Auch die Landwirtschaft soll vom Forstpaket, der Steuerreform und den Steuererleichterungen profitieren";1;2369;3270;"die Themen in der Landwirtschaft. Wir sind in der Landwirtschaft vor der Krise preistechnisch auf einem unterdurchschnittlichen Ni­veau gewesen. Es war notwendig, über Steuerreformen, über Abgabenentlastungen zu sprechen – und dann ist die Krise gekommen und die Situation hat sich nicht wesentlich verbessert, eh klar. Ich bin dankbar für die Angebote, die über den Härtefallfonds auch für landwirtschaftliche Betriebe gelten: Es gibt 2 500 Anträge aus der Land- und Forst­wirtschaft und 1 500 Anträge aus dem Bereich Urlaub am Bauernhof und auch aus dem Bereich Privatzimmervermietung. Ich sage dazu, das ist ein erster Teil der Hilfe, die Pla­nungen laufen jetzt in Richtung Forstpaket, in Richtung Steuerreform, in Richtung Ab­gabenentlastung – da brauchen wir die Landwirtschaft mit an Bord, damit wir für die Bäuerinnen und Bauern die Fähigkeit, in Österreich zu wirtschaften, wieder verbessern.";3;1119;"2020_32NRSITZ_Georg_Strasser_ÖVP_12549.txt";"";"";"";""
212;2023-04-21 15:41:55;"Gerald Hausser";"FPÖ";"Besitzer von Ferienzimmern auf Bauernhöfen, auch wenn sie im selben Haus wohnen, stehen dem Härtefallfonds in gleicher Weise wie Landwirte und andere Personengruppen zu";1;6215;6729;"Ich komme zum Ende, ich habe die Zeit sowieso schon wieder überschritten: Sehr ge­ehrter Herr Bundeskanzler, wir werden morgen diesbezüglich eine Initiative im Parla­ment einbringen (Präsidentin Bures gibt das Glockenzeichen), mit der wir die Gleichstel­lung der privaten Vermieter von Ferienwohnungen im häuslichen Zu- und Nebenerwerb im selben Haus, in dem der Hauptwohnsitz ist, fordern, und hoffen, dass diese wirklich massive Ungerechtigkeit zwischen Urlaub am Bauernhof und den privaten Vermietern abgestellt";3;1120;"2020_32NRSITZ_Gerald_Hauser_FPÖ_12550.txt";"";"";"";""
210;2023-04-21 15:41:55;"Johannes Schmuckenschlager";"övp";"Billig Holzimporte sollten vorübergehend gestoppt werden, um die Erholung der österreichischen Holzpreise zu beschleunigen";0;2841;3396;"Wir brauchen aber auch ein entsprechendes Steuer- und Konjunkturprogramm, um Be­triebe weiter zu stärken, vor allem in der Forstwirtschaft. Da wird es nicht gehen, sich gegen den Markt zu stellen, sondern da geht es darum, wie wir unser Produkt besserstel­len können. Mit fiskalpolitischen Apokalyptikern aus der Hypo Kärnten werden wir da nichts erreichen. Die Bauern sollten wissen, auf wen sie sich auch in Zukunft verlassen können. (Beifall bei der ÖVP.) 17.41 Präsidentin Doris Bures: Nächste Rednerin: Frau Abgeordnete Petra Vorderwinkler. – Bitte. ";3;1121;"2020_32NRSITZ_Johannes_Schmuckenschlager_ÖVP_12759.txt";"";"";"";""
213;2023-04-21 15:41:55;"Karin Doppelbauer";"NEOS";"Subventionierte Förster können Holz/Lebensmittel exportieren";0;2408;2821;"Eines ist auch ganz klar: Es kann einfach nicht die Lösung sein, dass man immer mehr Geld für Förderungen in die Hand nimmt, diese Förderungen den Landwirten oder den Institutionen zugutekommen lässt und damit – überspitzt gesagt – dafür sorgen will, dass hier in Österreich – wir sind nach wie vor in Österreich – zu Weltmarktpreisen produziert wird und das dann teilweise auch noch in den Export geschickt wird.";3;1122;"2020_32NRSITZ_Karin_Doppelbauer_NEOS_12732.txt";"";"";"";""
214;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"Österreichisches Holz muss Vorrang vor Holzimporten haben";1;1332;2057;"Ich sehe Landwirtschaft und Umwelt als zwei kommunizierende Gefäße: Nur gemeinsam kann man Umweltschutz betreiben. Frau Minister, während Sie damit beschäftigt sind, Maßnahmen Ihres Vorgängers aufzu­heben und Marketingballons steigen zu lassen, spielt sich eine Umweltkatastrophe direkt vor unserer Haustüre ab, direkt vor unseren Augen: Der Borkenkäfer zerstört Tausende Hektar Wald, die Auswirkungen auf die Umwelt sind katastrophal. Die heimischen Bau­ern bleiben auf dem Schadholz sitzen und können sich nicht einmal die Wiederauf­forstung leisten. Gleichzeitig müssen sie zusehen, wie täglich Hunderte Lkw-Züge Holz von der Sägeindustrie aus dem Ausland importiert werden. Regional statt global sollte die Devise lauten.";3;1123;"2020_32NRSITZ_Peter_Schmiedlechner_FPÖ_12665.txt";"";"";"";""
216;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"Österreichs Agrarbudget soll gekürzt werden";0;601;825;"Wir haben ja aktuell gehört, dass das EU-Agrarbudget gekürzt werden wird. Ich hoffe, Frau Minister, Sie bleiben bei Ihrem Versprechen, dass es für die österreichischen bäu­erlichen Familienbetriebe zu keinen Kürzungen kommt.";3;1124;"2020_32NRSITZ_Peter_Schmiedlechner_FPÖ_12730.txt";"";"";"";""
215;2023-04-21 15:41:55;"Peter Schmiedlechner";"FPÖ";"Steuerbefreiung für Landwirte als Beihilfemaßnahme während der COVID-19-Krise (AMA-Gesetz)";1;3335;5850;"Frau Minister, aus diesem Grund möchte ich als erste Entlastungsmaßnahme für die Bauern und Bäuerinnen einen Antrag einbringen: Entschließungsantrag der Abgeordneten Peter Schmiedlechner, Kolleginnen und Kollegen betreffend „Ausset­zen der Agrarmarketingbeiträge zur Entlastung der heimischen Landwirte“ Der Nationalrat wolle beschließen: „Die Bundesregierung wird aufgefordert, dem Nationalrat eine Regierungsvorlage zuzu­leiten, die sicherstellt, dass für die Dauer der COVID-19 Krise von der Einhebung von Beiträgen gemäß § 21c AMA-Gesetz 1992 Abstand genommen wird.“ ***** (Beifall bei der FPÖ.) 15.49 Der Antrag hat folgenden Gesamtwortlaut: Entschließungsantrag des Abgeordneten Peter Schmiedlechner und weiterer Abgeordneter betreffend Aussetzen der Agrarmarketingbeiträge zur Entlastung der heimischen Land­wirte eingebracht im Zuge der Debatte zu TOP 7: Bericht des Budgetausschusses über die Regierungsvorlage (55 d.B.): Bundesgesetz über die Bewilligung des Bundesvor­anschlages für das Jahr 2020 (Bundesfinanzgesetz 2020 – BFG 2020) samt Anla­gen (183 d.B.) – UG 42 in der 32. Sitzung des Nationalrates am 27. Mai 2020 Die Agrarmarkt Austria finanziert sich durch die im AMA-Gesetz geregelten Agrarmarke­tingbeiträge, die von der AMA eingehoben und an die AMA-Marketing weitergeleitet werden. Die AMA hebt diese Agrarmarketingbeiträge nach einem festgelegten Schlüssel pro Pro­dukt- oder Flächeneinheit über Schlachthöfe, Molkereien etc. von den Produzenten ein. Die österreichischen Landwirte liefern auf diese Weise jährlich rund 24 Mio Euro an Bei­trägen an die AMA ab. Gerade in Zeiten der COVID-19 Krise sind auch die Landwirte großen Belastungen aus­gesetzt, und daher ist es aus Sicht der unterfertigten Abgeordneten im Interesse der Entlastung der heimischen Landwirte ein Gebot der Stunde, für den Zeitraum der Aus­wirkungen von COVID-19 auf die Einhebung der Agrarmarketingbeiträge zu verzichten. In diesem Zusammenhang stellen die unterfertigten Abgeordneten nachstehenden Entschließungsantrag Der Nationalrat wolle beschließen: „Die Bundesregierung wird aufgefordert, dem Nationalrat eine Regierungsvorlage zuzu­leiten, die sicherstellt, dass für die Dauer der COVID-19 Krise von der Einhebung von Beiträgen gemäß § 21c AMA-Gesetz 1992 Abstand genommen wird.“ ***** Präsident Mag. Wolfgang Sobotka: Der Entschließungsantrag ist ordnungsgemäß eingebracht, ausreichend unterstützt und steht somit in Verhandlung. (Zwischenruf des Abg. Zanger.) Zu Wort gelangt Abgeordneter Stammler. – Bitte. 
";3;1124;"2020_32NRSITZ_Peter_Schmiedlechner_FPÖ_12730.txt";"";"";"";""
217;2023-04-21 15:41:55;"Nikolaus Prinz";"övp";"Man muss den Boden gut mit Dünger versorgen und die Pflanzen zum richtigen Zeitpunkt nützen um die Biodiversität zu unterstutzen und damit die Kapazität der Co2-Bindung zu vergrößern";1;1565;3946;"Wir müssen den Boden in Wirklichkeit gut mit Dünger versorgen und die Pflanzen zum richtigen Zeitpunkt nützen. (Beifall bei der ÖVP.) Ich halte nichts davon, wenn wir sozusagen nur Raigras haben und damit Vollgas fahren. Wir müssen aber schon zur Kenntnis nehmen, nur Extensivierung ist noch keine Lösung – und da ist es wurscht, ob Biobauer oder konventionell wirtschaftend, das ist immer dasselbe. Es spielt auch eine wesentliche Rolle, welche Wasserspeicherfähigkeit ein Boden hat. Gerade wenn ich an mein Mühlviertel oder an das Waldviertel denke: In den Jahren, in denen es trocken ist – und wir haben seit 2017 jedes Jahr ein trockenes Jahr mit wenig Regen –, müssen wir darauf schauen, dass der Boden gut gedüngt ist. Das trägt in Wirklichkeit auch zur Biodiversität bei. Ich verstehe nicht, dass es Vorschläge der Europäischen Union gibt, Flächen aus der Produktion zu nehmen – wo wir doch so viel Eiweiß importieren, egal ob in Richtung Verfütterung oder Lebensmittel! Erzeugen wir es doch in Europa! Oder denken wir an die Energie, Beimischung von Äthanol: Regionale Lebensmittel zu nutzen ist in Wirklichkeit der beste Beitrag zur Biodiversität, den der Konsument leisten kann. (Beifall bei der ÖVP.) Eine Zahl, die man bitte weitersagen darf – wir reden ja gerne vom ökologischen Fuß­abdruck –: Ein Kilo Rindfleisch in Österreich erzeugt gute 10 Kilo CO2, das Rindfleisch aus Südamerika hingegen 84 Kilo CO2. (Ruf bei der FPÖ: Es lebe der Freihandel!) Es gilt die Kulturlandschaft offen zu halten, genau deswegen kommen die Touristen nach Österreich. Kulturlandschaft erhalten wir durch bäuerliche Bewirtschaftung – nicht weil wir die Natur sich selbst überlassen, sondern weil wir sie bewirtschaften und pfle­gen. Deswegen kommen die Leute, und es ist auch ökologisch in Wirklichkeit das Beste. Denken wir an die CO2-Bindung beim Wald! Wenn wir ihn sich selbst überlas­sen, weist er gegenüber einem bewirtschafteten Wald nur ein Zehntel der CO2-Bindung aus. Wenn wir einen Boden mit einem richtigen Pflanzenbestand haben, ist die Aus­waschung in Richtung Nitrat wesentlich weniger. Daher: Praktiker statt Theoretiker, und letztlich: Hausverstand einsetzen, nachhaltig wirtschaften und ökosozial arbeiten! (Beifall und Bravorufe bei der ÖVP.) 14.46 Präsident Ing. Norbert Hofer: Herr Dipl.-Ing. Nikolaus Berlakovich ist der nächste Redner. – Bitte, Herr Abgeordneter. 
";3;1125;"2020_34NRSITZ_Nikolaus_Prinz_ÖVP_12350.txt";"";"";"";""
218;2023-04-21 15:41:55;"Joseph Hechenberger";"övp";"wirtschaftliche Anreize sind notwendig, um die Zukunft der Forstwirtschaft zu sichern";1;1826;3779;"Zum Zweiten: Der Themenbereich Borkenkäferproblematik ist heute noch nicht ange­sprochen worden. Wir wissen, dass aufgrund des Klimawandels, aufgrund der langen Trockenperioden, durch diese Veränderung unsere Wälder zum Teil sehr stark beein­trächtigt werden. 2019 wurden 4,3 Millionen Festmeter vom Borkenkäfer vernichtet. Deshalb ist das – und ich bin selber Waldbauer –, wenn ich heute einen kleinen Baum pflanze, eine Entscheidung für meine Enkel. Dieses Problem der Borkenkäfer ist kein Problem, das man auf eins, zwei lösen kann, sondern Forstwirtschaft heißt, in Gene­rationen zu denken, und das ist dringend notwendig, weil wir wissen, dass die Forst­wirtschaft, dass der Wald wichtige Funktionen erfüllt. Gerade im Gebirgsland, wie in Tirol, steht die Schutzfunktion im Vordergrund, und aus diesem Grund bin ich einerseits über den Appell der Volksanwälte und andererseits aber über die Entscheidung unserer Bundesregierung von gestern, mit unserer Ministern Elisabeth Köstinger an der Spitze, ein großes Konjunkturpaket auf den Weg zu bringen, mit dem zukünftig die Wälder wirklich wieder fit gemacht werden sollen, die Biodiversität gestärkt werden soll, sehr, sehr froh. Ich denke, was ganz entscheidend ist, ist, dass wir einfach versuchen, auch im Holzbau die Forstwirtschaft mehr in den Mittelpunkt zu stellen. Summa summarum ist die Forstwirtschaft vor große Herausforderungen gestellt, aber mit der Empfehlung der Volksanwälte und mit der Entscheidung der Bundesregierung geht man dieses Problem und diese großen Herausforderungen zielgerichtet und auch positiv für die dort tätigen Menschen an, und wir werden auch einiges gemeinsam wei­terbringen können. – Geschätzte Volksanwälte, ein herzliches Danke noch einmal für den Bericht und ein herzliches Danke für eure Arbeit! (Beifall bei ÖVP und Grünen.) 13.11 Präsident Ing. Norbert Hofer: Zu Wort gemeldet ist Frau Abgeordnete Eva Maria Holzleitner. – Bitte schön, Frau Abgeordnete. 
";3;1128;"2020_36NRSITZ_Josef_Hechenberger_ÖVP_12144.txt";"";"";"";""
219;2023-04-21 15:41:55;"August Wöginger";"övp";"wirtschaftliche Anreize sind erforderlich, damit die Wälder den Klimawandel überleben";1;3102;3694;" Ich komme aus dem Bezirk Schärding, bei uns ist die gesamte Donaugegend vom Borkenkäfer kahlgefressen. Unsere Forstwirte leiden seit Jahren darunter. Wir ha­ben ein Paket im Ausmaß von 350 Millionen Euro auf den Weg gebracht, um genau dort zu helfen, um der Situation dort entgegenzutreten, um die Wiederaufforstung voranzu­treiben, um einen klimafitten Wald zu schaffen – aber das ist Ihnen in der Sozialdemokra­tie ja immer wurscht gewesen, wie es den Bauern geht. Uns ist es nicht wurscht, meine Damen und Herren, wir stehen zu unseren Landwirtinnen und Landwirten! (Beifall bei der ÖVP.)";3;1129;"2020_43NRSITZ_August_Wöginger_ÖVP_11782.txt";"";"";"";""
